Producto;Ingrediente activo;Form.;Uso Agricola;Reg. ICA;Cat. Tox.;Cultivo;Nombre común;Nombre científico;Dosis;PC ;PR ;Grupo;Subgrupo;Grupo;Subgrupo;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Frijol;Lorito verde;Empoasca kraemeri;0.5 L/ha;SIN INFO;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Ajonjolí;Falso medidores ;Trichoplusia ni, Pseudoplusia includens;0.8 - 1.2 L/ha;21 días;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Ajonjolí;Chinche tatuadora palomera;Cyrtopeltis tenuis;1.2 L/ha;21 días;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Maní;Falsos medidores ;Trichoplusia ni, Pseudoplusia includens;0.8 - 1.2 L/ha;21 días;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Maní;Cogollero;Heliothis spp;1.2 L/ha;21 días;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Yuca;Gusano primavera;Erinnyis ello;0,6 – 1,0 l/ha;21 días;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Yuca;Arañita verde;Mononychellus piankil;1.5 L/ha;21 días;SIN INFO;;;;;;;;
FERSACRON SL;Monocrotofos;SL;Insecticida;2270;I;Yuca;Mosca del cogollo;Lonchaea chalybea;0,6 – 1,0 l/ha;21 días;SIN INFO;;;;;;;;
FINIQUITAR ® SC;Iprodiona;SC;Fungicida;1223;II;Papa;Tizón temprano;Alternaria solani;400-500 cc/ha;7 días;24 horas;;;;;;;;
FINIQUITAR ® SC;Iprodiona;SC;Fungicida;1223;II;Tomate;Tizón temprano;Alternaria solani;800 cc/ha;7 días;6 horas;;;;;;;;
FINIQUITAR ® SC;Iprodiona;SC;Fungicida;1223;II;Crisantemo;Moho gris;Botrytis cinerea;1 L/ha;N.A;6 horas;;;;;;;;
FIPRONIL 200 SC;Fipronil ;SC;Insecticida;936;II;Potreros;Chinche;Collaria scenica;300 cc/ha;20 días;12 horas;;;;;;;;
FIPRONIL AGROCEMTRO SC;Fipronil ;SC;Insecticida;1394;II;Arroz;Cucarro;Eutheola bidentata;300 cc/ha;15 días;12 horas;;;;;;;;
FIPRONIL AGROCEMTRO SC;Fipronil ;SC;Insecticida;1394;II;Papa;Gusano Blanco;Premnotripes vorax;600 - 700 cc/ha;15 días;12 horas;;;;;;;;
FIPRONIL AGROCEMTRO SC;Fipronil ;SC;Insecticida;1394;II;Potrero;Chinche de los potreros;Collaria scenica;300 cc/ha;14 días;12 horas;;;;;;;;
FIPRONIL VECOL 200 SC;Fipronil ;SC;Insecticida;930;II;Papa;Gusano Blanco;Premnotripres vorax;0.6 L/ha;20 días;12 horas;;;;;;;;
FIPRONIL VECOL 200 SC;Fipronil ;SC;Insecticida;930;II;Algodón;Picudo;Anthonomus grandis;0.35 L/ha;20 días;12 horas;;;;;;;;
FIPRONIL VECOL 200 SC;Fipronil ;SC;Insecticida;930;II;Arroz;Cucarro;Eutheola bidentata;0.35 L/ha;30 días;12 horas;;;;;;;;
FIPRONOVA ® WG;Fipronil ;WG;Insecticida;725;II;Algodón;Picudo;Anthonomus grandis Boheman;85 gr/ha;15 días;12 horas;;;;;;;;
FIPRONOVA ® WG;Fipronil ;WG;Insecticida;725;II;Cebolla;Trips;Thrips tabaci;100 gr/ha;14 días;12 horas;;;;;;;;
FIPRONOVA ® WG;Fipronil ;WG;Insecticida;725;II;Pasto;Chinche de los pastos;Collaria Scenica;300 gr/ha;21 días;12 horas;;;;;;;;
FIPRONOVA ® WG;Fipronil ;WG;Insecticida;725;II;Rosas y Ornamentales;Trips;Frankliniella occidentalis;0.12 gr/L;SIN INFO;N/A;;;;;;;;
FIPRONOVA ® WG;Fipronil ;WG;Insecticida;725;II;Papa;Gusano blanco;Premnitripes vorax;60 gr/caneca de 200 L;15 días;12 horas;;;;;;;;
FIPROX 200 SC;Fipronil ;SC;Insecticida;0573;II;Algodón;Picudo;Anthonomus grandis;350 ml/ha;20 días;6 horas;;;;;;;;
FIPROX 200 SC;Fipronil ;SC;Insecticida;0573;II;Arroz;Cucarro;Eutheola bidentata;350 ml/ha;30 días;6 horas;;;;;;;;
FIPROX 200 SC;Fipronil ;SC;Insecticida;0573;II;Papa;Gusano blanco;Premnotrypes vorax;700 ml/ha;20 días;6 horas;;;;;;;;
FIPROX 200 SC;Fipronil ;SC;Insecticida;0573;II;Pasto;Chinche;Collaria spp;300 ml/ha;20 días;6 horas;;;;;;;;
FIPROX  80 WG;Fipronil ;WG;Insecticida;0575;II;Rosas;Trips;Frankliniella occidentalis;0.12 g de producto por litro de agua.;N/A;6 horas;;;;;;;;
FITORAZ® WP 76;Propineb + Cimoxanil;WP;Fungicida;2101;III;Arverja;Mildeo ;Peronospora pisi;1.5-2.0 Kg/ha;14 días;12 horas;;;;;;;;
FITORAZ® WP 76;Propineb + Cimoxanil;WP;Fungicida;2101;III;Papa y Tomate;Gota o tizón;Phytophthora infestans;"Como preventivo: Aplicar 1.5 Kg/Ha disueltos en 600 litros de agua.

Como curativo: Aplicar 2.0 Kg/Ha disueltos en 600 litros de agua";14 días;12 horas;;;;;;;;
FIXOL® 80  WP;Fosetil Aluminio;WP;Fungicida;0376;III;Rosas;Mildeo velloso;Peronospora sparsa;2-3 g/L de agua;N/A;"4 horas
Siempre y cuando la superficie foliar esté seca";;;;;;;;
FLORAMITE® 50 WP;Bifenazato;WP;Acaricida;4033;II;Clavel;Arañita Roja;Tetranychus cinnabarinus;540 g /ha;N/A;12 horas;;;;;;;;
FLORAMITE® 50 WP;Bifenazato;WP;Acaricida;4033;II;Rosas;Arañita bimaculada;Tetranychus urticae;360-540 g/ha;N/A;12 horas;;;;;;;;
FLORAMITE® 50 WP;Bifenazato;WP;Acaricida;4033;II;Papaya;SIN INF;Tetranychus spp.;150 g/ha;7 días;12 horas;;;;;;;;
FLORAMITE® 50 WP;Bifenazato;WP;Acaricida;4033;II;Arroz;SIN INF;Steneotarsonemus spinki;80 g/ha;7 días;12 horas;;;;;;;;
FLUMITE;Flufenzine;SC;Insecticida - Acaricida;604;II;Rosa;Acaros;Tetranychus urticae;0.4 cm3/L;N/A;12 horas;;;;;;;;
FLUMITE;Flufenzine;SC;Insecticida - Acaricida;604;II;Tomate;Minador;Liriomyza sp;0.4 cm3/L;21 días;12 horas;;;;;;;;
FLUMITE;Flufenzine;SC;Insecticida - Acaricida;604;II;Aguacate;Acaros;Oligonychus yothersi;0.4 L/ha con un volumen de aplicación: 900 L/ha y densidad: 600 árboles/ha;21 días;12 horas;;;;;;;;
FLUSH®;Procloraz;EC;Fungicida;1416;III;Rosa;Moho gris;Botrytis cinere;0.8 cm3 producto/L de agua para un total de 1000 L de agua/ha;N/A;12 horas;;;;;;;;
FLUTRIAFOL 250 SC;Flutriafol;SC;Fungicida;1358;II;Arroz;SIN INF;Sarocladium oryzae;0.4 L/ha;15 días;12 horas;;;;;;;;
FOLIO® GOLD 440 SC;Clorotalonil + Metalaxil;SC;Fungicida;457;III;Papa;Gota;Phytophthora infestans;5.0 cc/L de agua;14 días;12 horas;;;;;;;;
FOLIO® GOLD 440 SC;Clorotalonil + Metalaxil;SC;Fungicida;457;III;Tomate;Gota;Phytophthora infestans;5.0 cc/L de agua;14 días;4 horas;;;;;;;;
FOLIO® GOLD 440 SC;Clorotalonil + Metalaxil;SC;Fungicida;457;III;Cebolla de Bulbo;Mildeo velloso o cenicill;Peronospora destructor;5.0 cc/L de agua;14 días;12 horas;;;;;;;;
FOLIO® GOLD 440 SC;Clorotalonil + Metalaxil;SC;Fungicida;457;III;Rosa;Mildeo velloso;Peronospora sparsa;2.5 cc/L de agua;N/A;4 horas;;;;;;;;
FOLIO® GOLD 440 SC;Clorotalonil + Metalaxil;SC;Fungicida;457;III;Melón;Mildeo velloso;Pseudoperonospora cubensis;" 
1.0";7 días;12 horas;;;;;;;;
FOLIO® GOLD 440 SC;Clorotalonil + Metalaxil;SC;Fungicida;457;III;Arveja;Mildeo velloso;Peronospora pisi;2.0;30 días;12 horas;;;;;;;;
FONGARID® 25 WP;Furalaxyl;WP;Fungicida;1552;IV;Rosa;Mildeo velloso;Pernospora sparsa;2 gr /L de agua;SIN INFO;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Cebolla de Bulbo;Mildeo velloso;Peronospora destructor;500 ml/200 L;7 días;Cuando seque el follaje;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Clavel;Mancha anillada;Cladosporium echinulatum;2 a 3 ml/L;N/A;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Clavel;Moho gris;Botrytis cinerea;2 ml/L;N/A;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Papa;Gota;Phytophthora infestans;500 a 667 ml/200 L;7 días;Cuando seque el follaje;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Pompon;Moho gris;Botrytis cinerea;2 a 3 ml/L;N/A;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Rosa;Mildeo velloso;Peronospora sparsa;3 ml/L;N/A;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Rosa;Mildeo polvoso;Sphaerotheca pannosa;3 ml/L;N/A;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Pompon;Moho gris;Botrytis cinerea;2 a 3 ml/L;N/A;4 horas;;;;;;;;
FORMAT 200 SC;Propineb ;SC;Fungicida;0030;III;Tomate;Gota;Phytophthora infestans;2 a 3 ml/L;N/A;4 horas;;;;;;;;
FORMAT 70 WP;Propineb;WP;Fungicida;0049;III;Clavel;Mancha púrpura o mancha foliar anillada;Cladosporium echinulatum;1 - 2 gr/L;N/A;4 horas;;;;;;;;
FORMAT 70 WP;Propineb;WP;Fungicida;0049;III;Papa;Gota;Phytophthora infestans;1.5 – 2.5 Kg/ha;7 días;N/A;;;;;;;;
FORMAT 70 WP;Propineb;WP;Fungicida;0049;III;Rosa;Mildeo velloso;Peronospora sparsa;2.5 gr/L;N/A;4 horas;;;;;;;;
FORSA® 50 EC;Lufenuron;EC;Insecticida;611;II;Maíz;Gusano Cogollero;Spodoptera frugiperda;0.225 L/Ha;35 días;Cuando la aplicación haya secado;;;;;;;;
FORTALEZA® 40 WP;Miclobutanil;WP;Fungicida;1242;III;Cebolla;Mancha púrpura ;Alternaria porri;80 -100 g/ha;7 días;12 horas;;;;;;;;
FORTALEZA® 40 WP;Miclobutanil;WP;Fungicida;1242;III;Arroz;Manchado del grano;Helminthosporium oryzae;75 gr/ha;7 días;12 horas;;;;;;;;
FORTALEZA® 40 WP;Miclobutanil;WP;Fungicida;1242;III;Frijol;Antracnosis;Colletotrichum lindemuthianum;40 gr/ha;7 días;12 horas;;;;;;;;
FORUM® 500 SC;Dimetomorf ;SC;Fungicida;0339;II;Rosa;Mildeo velloso;Peronospora sparsa;0.6 a 0.8 cc/L;N/A;Cuando seque el producto sobre el follaje;;;;;;;;
FORUM® 500 SC;Dimetomorf ;SC;Fungicida;0339;II;Papa ;Gota, Tizón o Lancha;Phytophthora infestans;0.6 a 0.8 cc/L;16 días;12 horas;;;;;;;;
FORUM® 500 SC;Dimetomorf ;SC;Fungicida;0339;II;Tomate;Gota, Tizón o Lancha;Phytophthora infestans;0.6 a 0.8 cc/L;7 días;12 horas;;;;;;;;
FORUM® 500 SC;Dimetomorf ;SC;Fungicida;0339;II;Cebolla;Mildeo - Cenicilla;Peronospora destructor;0.6 a 0.8 cc/L;7 días;12 horas;;;;;;;;
FORUM® 500 WP;Dimetomorf ;WP;Fungicida;3936;III;Papa y Tomate;Gota;Phytophthora infestans;0.6 a 0.8 Kg/ha;16 días y 7 días;12 horas;;;;;;;;
FORUM® 500 WP;Dimetomorf ;WP;Fungicida;3936;III;Melón;Mildeo;Pseudope-ronospora cubensis;0.6 a 0.8 Kg/ha;7 días;12 horas;;;;;;;;
FORUM® 500 WP;Dimetomorf ;WP;Fungicida;3936;III;Uva;Mildeo;Plasmopara viticola;0.6 a 0.8 Kg/ha;19  días;12 horas;;;;;;;;
FORUM® 500 WP;Dimetomorf ;WP;Fungicida;3936;III;Cebolla;Mildeo;Peronospora destructor;0.6 a 0.8 Kg/ha;7 días;12 horas;;;;;;;;
FORUM® 500 WP;Dimetomorf ;WP;Fungicida;3936;III;Rosa;Mildeo velloso;Peronospora sparsa;0.6 a 0.8 Kg/ha;Cuando o seque el producto;12 horas;;;;;;;;
FORUM® 500 WP;Dimetomorf ;WP;Fungicida;3936;III;Tabaco;Pataprieta;Phytophthora parasitica var. Nicotianae;0.5 a 0.6 Kg/Ha (volumen de agua 500 L/Ha. en drench;N/A;N/A;;;;;;;;
FORUM TEAM® WG;Dimetomorf + Piraclostrobin;wG;Fungicida;1623;II;Cebolla de Bulbo;Mildeo velloso;Peronospora destructor;1.5 Kg/ha;12 horas;7 días;;;;;;;;
FORUM TEAM® WG;Dimetomorf + Piraclostrobin;wG;Fungicida;1623;II;Cebolla de Rama;Mildeo velloso;Peronospora destructor;1.5 Kg/ha;12 horas;7 días;;;;;;;;
FORUM TEAM® WG;Dimetomorf + Piraclostrobin;wG;Fungicida;1623;II;Cebollín;Mildeo velloso;Peronospora destructor;1.5 Kg/ha;12 horas;7 días;;;;;;;;
FORUM TEAM® WG;Dimetomorf + Piraclostrobin;wG;Fungicida;1623;II;Puerro;Mildeo velloso;Peronospora destructor;1.5 Kg/ha;12 horas;7 días;;;;;;;;
FORUM TEAM® WG;Dimetomorf + Piraclostrobin;wG;Fungicida;1623;II;Cebollin chino;Mildeo velloso;Peronospora destructor;1.5 Kg/ha;12 horas;7 días;;;;;;;;
FORUM TEAM® WG;Dimetomorf + Piraclostrobin;wG;Fungicida;1623;II;Papa;Tizón tardío o gota;Phytophthora infestans;1.5 Kg/ha;12 horas;7 días;;;;;;;;
FOSETAL 80 WP;Fosetil Aluminio;WP;Fungicida;4427;III;Papa;Gota o Tizón tardío o ;Phytophthora infestans;0.75 a 1.87 kg/ha;15 días;4 horas;;;;;;;;
FOSETAL 80 WP;Fosetil Aluminio;WP;Fungicida;4427;III;Rosa;Mildeo velloso;Peronospora sparsa;2 g/L;N/A;4 horas;;;;;;;;
FOSETAL 80 WP;Fosetil Aluminio;WP;Fungicida;4427;III;Tomate de Ärbol;Phytophthora ;Phytophthora infestans;3 – 3.5 g/L;14 días;4 horas;;;;;;;;
FOSETIL AL 80 WP;Fosetil Aluminio;WP;Fungicida;1531;III;Piña;Podredumbre del corazón de la piña ;Phytophthora parasítica;2.5 g/Litro de agua;15 días;4 horas;;;;;;;;
FOSETYL 80 WP PHYTOCARE;Fosetil Aluminio;WP;Fungicida;440;III;Papa;Tizón tardío;Phytophthora infestans;2.0 Kg/ha;15 días;12 horas;;;;;;;;
FOSETYL ALUMINIO RAINBOW 80 WP;Fosetil Aluminio;WP;Fungicida;1541;III;Papa;Gota o Tizón tardío;Phytophthora infestans;0.75 a 1.87 kg/Ha;15 días;Cuando se seque el follaje;;;;;;;;
FOSETYL ALUMINIO RAINBOW 80 WP;Fosetil Aluminio;WP;Fungicida;1541;III;Rosa;Mildeo velloso;Peronospora sparsa;2 g/L agua;N/A;4 horas;;;;;;;;
FOSETYL ALUMINIO RAINBOW 80 WP;Fosetil Aluminio;WP;Fungicida;1541;III;Tomate;Phytophthora ;Phytophthora infestans;3 - 3.5 g/L;14 días;4 horas;;;;;;;;
FOSETYL ALUMINIO RAINBOW 80 WP;Fosetil Aluminio;WP;Fungicida;1541;III;Piña;Podredumbre del corazón de la piña ;Phytophthora parasítica;2.5 g/L de agua;90 días;4 horas;;;;;;;;
FOSETYL ALUMINIO RAINBOW 80 WP;Fosetil Aluminio;WP;Fungicida;1541;III;Citricos;Gomosis o aguado;Phytophthora spp;30 g/árbol;30 días;4 horas;;;;;;;;
FRILEX;Furalaxyl;EC;Fungicida;734;II;Rosa;Mildeo velloso;Peronospora sparsa;2 cm3/L ó 3 L/ha;N/A;12 horas;;;;;;;;
FRILEX;Furalaxyl;EC;Fungicida;734;II;Tomate;Gota;Phytophthora infestans;1 - 1.5 cm3/L;N/A;12 horas;;;;;;;;
FRUPICA® 40 SC;Mepanipirim;SC;Fungicida;650;II;Rosa;Moho gris;Botrytis cinnerea;0.75 cc/L (en 1200-1500 L de agua/ha);N/A;6 horas;;;;;;;;
FRUPICA® 40 SC;Mepanipirim;SC;Fungicida;650;II;Clavel;Moho gris;Botrytis cinnerea;0.75 cc/L (en 1200-1500 L de agua/ha);N/A;6 horas;;;;;;;;
FUDIOLAN® 40 EC;Isoprotiolan;EC;Fungicida;1587;III;Arroz;Piricularia;Pyricularia oryzae;1.0 - 1.5 L/Ha;SIN INFO;12 horas;;;;;;;;
FULMINATOR 600 EC;Profenofos + Cipermetrina;EC;Insecticida;431;IB;Arroz;Gusano Cogollero;Spodoptera frugiperda;150 ml/200 L;28 días;12 horas;;;;;;;;
FULMINATOR 600 EC;Profenofos + Cipermetrina;EC;Insecticida;431;IB;Frijol;Trips;Thrips palmi;150 ml/200 L;28 días;12 horas;;;;;;;;
FULMINATOR 600 EC;Profenofos + Cipermetrina;EC;Insecticida;431;IB;Papa;Minador;Liryomiza quadrata;120 ml/200 L;21 días;12 horas;;;;;;;;
FULMINATOR 600 EC;Profenofos + Cipermetrina;EC;Insecticida;431;IB;Papa;Polilla Guatemalteca;Tecia solanivora;120 ml/200 L;21 días;12 horas;;;;;;;;
FULMINATOR 600 EC;Profenofos + Cipermetrina;EC;Insecticida;431;IB;Papa;Gusano Cogollero;Premnotrypes vorax;120 ml/200 L;21 días;12 horas;;;;;;;;
FULMINATOR 600 EC;Profenofos + Cipermetrina;EC;Insecticida;431;IB;Tomate;Barrenador del Fruto;Neoleucinodes elegantalis;120 ml/200 L;28 días;24 horas;;;;;;;;
FUNCLORAZ® 40 EC;Procloraz;EC;Fungicida;2696;III;Arroz;Piricularia;Piricularia oryzae;312.5 y 375 cc/ha;7 días;SIN INFO;;;;;;;;
FUNCLORAZ® 40 EC;Procloraz;EC;Fungicida;2696;III;Clavel;Mancha anillada;Cladosporium echinalutum;0.9 cc/ L;SIN INFO;SIN INFO;;;;;;;;
FUNCLORAZ® 40 EC;Procloraz;EC;Fungicida;2696;III;Rosa;Mildeo polvoso;Sphaerotheca pannosa;0.9 cc/ litro de agua Después de cortada y clasificada la flor hacer una inmersión en una solución de 0.9 cc/litro de agua;SIN INFO;SIN INFO;;;;;;;;
FUNCLORAZ® 40 EC;Procloraz;EC;Fungicida;2696;III;Rosa;Moho gris;"Botrytis cinerea;";0.9 cc/ litro de agua Después de cortada y clasificada la flor hacer una inmersión en una solución de 0.9 cc/litro de agua;SIN INFO;SIN INFO;;;;;;;;
FUNDAMENTAL® 5 SL;Matrine;SL;Insecticida - Acaricida;10304;IV;Rosa;Acaros;Sin Información;1.4 -1.6 cc/L;SIN INFO;SIN INFO;;;;;;;;
FUNDAMENTAL® 5 SL;Matrine;SL;Insecticida - Acaricida;10304;IV;Pompon;Acaros;Sin Información;1.4 -1.6 cc/L;SIN INFO;SIN INFO;;;;;;;;
FUNGAZIM® 80 WP;Fosetil Aluminio;WP;Fungicida;1214;III;Rosa;Mildeo velloso;Peronospora sparsa;2.0 gr/L;Cuando aparezcan los primeros síntomas de la enfermedad;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Arroz;Añublo, bruzone o pudrición del cuello;Piricularia oryzae; 4 Kg/ha;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Arroz;Mancha lineal;Cercospora oryzae; 4 Kg/ha;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Arroz;Mancha circular o Helminthosporiasis;Colletrotrichum spp; 4 Kg/ha;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Cebolla, ajo y puerro;Mildeo velloso;Peronospera destructor;500 g/200 L de agua;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Cebolla, ajo y puerro;Mancha purpúrea;Alternaria porri;500 g/200 L de agua;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Cebolla, ajo y puerro;Añublo de la hoja;Botrytis spp;500 g/200 L de agua;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Papa;Gota;Phytophthora infestans;400 - 500 g/ 200 L de agua;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Tomate;Tizón tardío;Phytophthora infestans;450 - 600 g/200 L de agua.;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Rosa;Mancha negra;Diplocarpon rosae;450 g/200 L de agua cada 7 a 14 días;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Crisantemo;Moho gris;Botrytis cinerea;450 g/200 L de agua cada 7 a 14 días;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Crisantemo;Tizón;Ascochyta sp;450 g/200 L de agua cada 7 a 14 días;SIN INFO;SIN INFO;;;;;;;;
FUNGITANE® 80 WP;Mancozeb;WP;Fungicida;4072;III;Crisantemo;Mancha Foliar;Septoria leucanthemi;450 g/200 L de agua cada 7 a 14 días;SIN INFO;SIN INFO;;;;;;;;
FUNGITOX® 720 SC;Clorotalonil;SC;Fungicida;0325;III;Papa;Gota o tizón tardío;Phytophthora infestans;1.0 - 1.2 L/ha;15 días;6 horas;;;;;;;;
FUNGITOX® 720 SC;Clorotalonil;SC;Fungicida;0325;III;Plátano;Sigatoka negra;Mycosphaerella fijensis;1.0 - 2.0 L/ha;0;Cuando se seque el follaje;;;;;;;;
FUNGITOX® 720 SC;Clorotalonil;SC;Fungicida;0325;III;Rosas;Mildeo velloso;Peronospora sparsa;1.5 L/ha;N/A;6 horas;;;;;;;;
FUNGITOX® 720 SC;Clorotalonil;SC;Fungicida;0325;III;Arroz;Manchado del grano;"Complejo fungoso:Cercospora oryzae; Helmintosporium oryzae; Alternaria padwikii; Bacterias del género: Pseudomonas";1.5 L/ha;15 días;6 horas;;;;;;;;
FUNGITOX® 720 SC;Clorotalonil;SC;Fungicida;0325;III;Banano;Sigatoka negra;Mycosphaerella fijensis;1.5 L/ha;0;Cuando se seque el follaje;;;;;;;;
FUNGITOX® 720 SC;Clorotalonil;SC;Fungicida;0325;III;Tomate;Gota o Tizón tardío;Phytophthora infestans;2.0 L/ha;15 días;6 horas;;;;;;;;
FUNLATE® 50 WP;Benomil;WP;Fungicida;4177;III;Arroz;Piricularia;Piricularia grisae;250 - 500 g/ha;21 días;SIN INFO;;;;;;;;
FUNLATE® 50 WP;Benomil;WP;Fungicida;4177;III;Fresa;Pudrición de la fruta;Botrytis sp;135 - 150 g/ 100 litros de agua;21 días;SIN INFO;;;;;;;;
FUNLATE® 50 WP;Benomil;WP;Fungicida;4177;III;Frijol;Antracnosis;Colletorichum lindemuthianum;250 - 500 g/ha;7 días;SIN INFO;;;;;;;;
FUNLATE® 50 WP;Benomil;WP;Fungicida;4177;III;Clavel;Moho gris;Botrytis spp;0.6 g/ L ;N/A;SIN INFO;;;;;;;;
FUNNOMIL® 760 WP;Cimoxanil + Propineb;WP;Fungicida;1196;III;Papa;Gota;Phytophthora infestans;1.5 Kg/ha;Se aplica al aparecer los primeros síntomas de la enfermedad y repetir 3 a 7 días después;SIN INFO;;;;;;;;
FURIO 250 WG;Tiametoxam ;WG;Fungicida;1760;II;Tomate;Mosca blanca;Trialeurodes vaporariorum;0.4 Kg/ha;3 días;12 horas;;;;;;;;
FURIO 250 WG;Tiametoxam ;WG;Fungicida;1760;II;"Cafe

";Minador de la hoja;Leucoptera coffeella;0.4 Kg/ha;7 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Aguacate;Antracnosis;Glomerella cingulata;0.5 L/ha;7 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Arroz;Pyricularia;Piricularia grisea Sacc;0.6 L/ha;30 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Arveja;Mancha de Ascochyta;Mycosphaerella pinodes (Berk & Blox);0.6 - 0.7 L/ha;14 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Tomate de Ärbol;Antracnosis;Colletotrichum gloesporioides;0.4 L/ha;7 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Tomate;Tizón temprano;Alternaria solani;0.35 L/ha;7 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Maíz;Mancha de asfalto;Phyllachora maydis;0.6 L/ha;7 días;12 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;Rosas;Mildeo polvoso;Sphaerotheca pannosa var. Rosae;600 cc/ha en un volumen de aplicación de 1000 L/ha;N/A;4 horas;;;;;;;;
FURTIVO® 250 SC;Azoxystrobin + Flutriafol;SC;Fungicida;1573;II;"Café

";Roya;Hemileia vastatrix;0.9 L/ha;14 días;12 horas;;;;;;;;
FURY® 40 EC;Zetacipermetrina;EC;Insecticida;0305;IB;Arroz;Gusano Cogollero;Spodoptera frugiperda;75-90 ml/ha;15 días;24 horas;;;;;;;;
FURY® 40 EC;Zetacipermetrina;EC;Insecticida;0305;IB;Arroz;Chinche de la panoja;Oebalus insularis;90 ml/ha;15 días;24 horas;;;;;;;;
FURY® 40 EC;Zetacipermetrina;EC;Insecticida;0305;IB;Maíz;Gusano Cogollero;Spodoptera frugiperda;90-113 ml/ha;20 días;24 horas;;;;;;;;
FURY® 40 EC;Zetacipermetrina;EC;Insecticida;0305;IB;Pasto;Chinche de los pastos;Collaria spp.;100 ml/ha;N/A;24 horas;;;;;;;;
FURY® 40 EC;Zetacipermetrina;EC;Insecticida;0305;IB;Tomate ;Pasador del Fruto;Neoleucinodes elegantalis;90-110 ml/ha;5 días;24 horas;;;;;;;;
FUSSION GQA 160 SC;Propineb + Cimoxanil;SC;Fungicida;333;II;Rosa;Mildeo velloso;Peronospora sparsa;1.5 a 2 ml/L;N/A;6 horas;;;;;;;;
FUSSION GQA 160 SC;Propineb + Cimoxanil;SC;Fungicida;333;II;Papa;Gota;Phytophthora infestans;300 ml/200 L;8 días;Cuando seque el follaje;;;;;;;;
FUSSION GQA 160 SC;Propineb + Cimoxanil;SC;Fungicida;333;II;Tomate;Gota;Phytophthora infestans;200 a 300 ml/200 L;8 días;6 horas;;;;;;;;
FUSSION GQA 160 SC;Propineb + Cimoxanil;SC;Fungicida;333;II;Cebolla;Mildeo velloso;Peronospora desctructor;300 ml/200 L;8 días;Cuando seque el follaje;;;;;;;;
